Code,품목,제품유형 3차분류,제품유형 2차분류,제품유형 1차분류,굿즈 Status 1.goods,PB/NB,출시일,리뉴얼,단종일,"판매일수 
(딘종일-출시일)","판매월 
(딘종일-출시일)",시즌,시즌_1,IP,수주액 2022,수주액 2022/01,수주액 2022/02,수주액 2022/03,수주액 2022/04,수주액 2022/05,수주액 2022/06,수주액 2022/07,수주액 2022/08,수주액 2022/09,수주액 2022/10,수주액 2022/11,수주액 2022/12,수주액 2023,수주액 2023/01,수주액 2023/02,수주액 2023/03,수주액 2023/04,수주액 2023/05,수주액 2023/06,수주액 2023/07,수주액 2023/08,수주액 2023/09,수주액 2023/10,수주액 2023/11,수주액 2023/12,수주액 2024,수주액 2024/01,수주액 2024/02,수주액 2024/03,수주액 2024/04,수주액 2024/05,수주액 2024/06,수주액 2024/07,수주액 2024/08,수주액 2024/09,수주액 2024/10,수주액 2024/11,수주액 2024/12,수주액 2025,수주액 2025/01,수주액 2025/02,수주액 2025/03,수주액 2025/04,수주액 2025/05,수주액 2025/06,수주액 2025/07,수주액 2025/08,수주액 2025/09,수주액 2025/10,수주액 2025/11,수주액 2025/12,판매량 2022,판매량 2022/01,판매량 2022/02,판매량 2022/03,판매량 2022/04,판매량 2022/05,판매량 2022/06,판매량 2022/07,판매량 2022/08,판매량 2022/09,판매량 2022/10,판매량 2022/11,판매량 2022/12,판매량 2023,판매량 2023/01,판매량 2023/02,판매량 2023/03,판매량 2023/04,판매량 2023/05,판매량 2023/06,판매량  2023/07,판매량 2023/08,판매량 2023/09,판매량 2023/10,판매량 2023/11,판매량 2023/12,판매량 2024,판매량 2024/01,판매량 2024/02,판매량 2024/03,판매량 2024/04,판매량 2024/05,판매량 2024/06,판매량 2024/07,판매량 2024/08,판매량 2024/09,판매량 2024/10,판매량 2024/11,판매량 2024/12,판매량 2025,판매량 2025/01,판매량 2025/02,판매량 2025/03,판매량 2025/04,판매량 2025/05,판매량 2025/06,판매량 2025/07,판매량 2025/08,판매량 2025/09,판매량 2025/10,판매량 2025/11,판매량 2025/12,구성비 2022,구성비 2022/01,구성비 2022/02,구성비 2022/03,구성비 2022/04,구성비 2022/05,구성비 2022/06,구성비 2022/07,구성비 2022/08,구성비 2022/09,구성비 2022/10,구성비 2022/11,구성비 2022/12,구성비 2023,구성비 2023/01,구성비 2023/02,구성비 2023/03,구성비 2023/04,구성비 2023/05,구성비 2023/06,구성비 2023/07,구성비 2023/08,구성비 2023/09,구성비 2023/10,구성비 2023/11,구성비 2023/12,구성비 2024,구성비 2024/01,구성비 2024/02,구성비 2024/03,구성비 2024/04,구성비 2024/05,구성비 2024/06,구성비 2024/07,구성비 2024/08,구성비 2024/09,구성비 2024/10,구성비 2024/11,구성비 2024/12,구성비 2025,구성비 2025/01,구성비 2025/02,구성비 2025/03,구성비 2025/04,구성비 2025/05,구성비 2025/06,구성비 2025/07,구성비 2025/08,구성비 2025/09,구성비 2025/10,구성비 2025/11,구성비 2025/12,SKU 2022,SKU 2022/01,SKU 2022/02,SKU 2022/03,SKU 2022/04,SKU 2022/05,SKU 2022/06,SKU 2022/07,SKU 2022/08,SKU 2022/09,SKU 2022/10,SKU 2022/11,SKU 2022/12,SKU 2023,SKU 2023/01,SKU 2023/02,SKU 2023/03,SKU 2023/04,SKU 2023/05,SKU 2023/06,SKU 2023/07,SKU 2023/08,SKU 2023/09,SKU 2023/10,SKU 2023/11,SKU 2023/12,SKU 2024,SKU 2024/01,SKU 2024/02,SKU 2024/03,SKU 2024/04,SKU 2024/05,SKU 2024/06,SKU 2024/07,SKU 2024/08,SKU 2024/09,SKU 2024/10,SKU 2024/11,SKU 2024/12,SKU 2025,SKU 2025/01,SKU 2025/02,SKU 2025/03,SKU 2025/04,SKU 2025/05,SKU 2025/06,SKU 2025/07,SKU 2025/08,SKU 2025/09,SKU 2025/10,SKU 2025/11,SKU 2025/12,판매가 구간,100개 기준 판매가,300개 기준 판매가,검토 내용,[예림] 비고,"판매일 2023/01 
품절일제외","판매일 2023/02 
품절일제외",판매일 2023/03,판매일 2023/04,판매일 2023/05,판매일 2023/06,판매일 2023/07,판매일 2023/08,판매일 2023/09,판매일 2023/10,판매일 2023/11,판매일 2023/12,판매일 2024/01,판매일 2024/02,판매일 2024/03,판매일 2024/04,판매일 2024/05,판매일 2024/06,판매일 2024/07,판매일 2024/08,판매일 2024/09,판매일 2024/10,판매일 2024/11,판매일 2024/12,판매일 2025/01,판매일 2025/02,판매일 025/03,판매일 2025/04,판매일 2025/05,판매일 2025/06,판매일 2025/07,판매일 2025/08,판매일 2025/09,판매일 2025/10,판매일 2025/11,판매일 2025/12,"활성 판매월 2023  
품절일제외
여름, 겨울시즌 3개월","활성 판매월 2023 
품절일제외
여름, 겨울시즌 3개월","활성 판매월 2023 
품절일제외
여름, 겨울시즌 3개월_2","판매월 2023 
품절일제외
여름, 겨울시즌 3개월","판매월 2024 
품절일제외
여름, 겨울시즌 3개월","판매월 2025 
품절일제외
여름, 겨울시즌 3개월","월평균 2023
수주액 / 활성판매월","월평균 2024
수주액 / 활성판매월","월평균 2025
수주액 / 활성판매월","월평균 2023
수주액 / 판매월","월평균 2024
수주액 / 판매월","월평균 2025
수주액 / 판매월",판매일 2023(휴일제외),판매일 2024(휴일제외),판매일 2025(휴일제외),영업일 2023(출시 및 단종일 고려),영업일 2024출시 및 단종일 고려),영업일 2025 9월 30일까지출시 및 단종일 고려),영업일수 2025 ,품절율 2023,품절율 2024,"품절율 2025  
9월 30일까지",월평균 2023,소싱구분
ATWK,아트워크 레더 다이어리,풀컬러인쇄 커버,다이어리,Stationery,판매중,PB,2022.7.25,,,1294,42.6,,계절적제품: 겨울,,122409470,,,,,,,,,19894000,30222000,39764470,32529000,53150900,1640000,6676800,,,4680000,,4680000,49000,1640000,2400000,16143100,15242000,66057300,10527700,1842000,1689000,,1660000,,2780000,1584000,4140000,5372000,7720000,28742600,64999300,4260000,1420000,,4298000,4140000,2780000,6180000,2029000,8391500,2640000,11880000,16980800,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,710,110,100,,100,,200,120,300,400,550,2110,4844,300,100,,300,300,200,450,150,650,200,900,1294,0.0089,0,0,0,0,0,0,0,0,0.02061,0.02152,0.01594,0.01998,0.00411,0.00186,0.00981,0,0,0.00506,0,0.00517,0.00006,0.00157,0.00191,0.00895,0.00698,0.00496,0.01185,0.00226,0.00284,0,0.00182,0,0.00311,0.00155,0.00375,0.00313,0.00403,0.01897,0.00524,0.00459,0.00199,0,0.00431,0.00368,0.00708,0.00368,0.00211,0.00723,0.00228,0.00723,0.01156,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03_1만~1.5만원,"₩10,500","₩10,500",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"10,630,180","5,504,775","1,343,000","9,285,614","5,504,775","64,999,300",214,365,31,260,262,195,,0.1769,-0.39,0.841,,
ATWO,오토매틱 와인오프너,오프너,와인 악세사리,Wine,판매중,NB,2019.12.5,2022.2.23,,2257,74.2,,,,142753060,1924000,1818000,10300460,10160000,13219000,9918000,1262000,43386150,1860000,5600000,995000,42310450,97687550,3579600,11826000,4667500,12340000,7311000,920000,7860000,8541000,11752650,1940000,23369500,3580300,51812100,1039380,11122600,,3627200,9007600,4000000,1910000,2000000,3790000,3756000,7417460,4141860,14390000,7155000,,1730000,4570000,,,935000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2708,51,600,,180,470,200,100,100,200,200,419,188,800,400,,100,250,,,50,,,,,,0.01037,0.00326,0.00332,0.01551,0.00893,0.01309,0.00823,0.00144,0.03496,0.00193,0.00399,0.0004,0.02599,0.00755,0.00406,0.01737,0.00474,0.01965,0.00791,0.00122,0.00868,0.00972,0.01124,0.00154,0.01295,0.00164,0.00389,0.00117,0.01364,0,0.004,0.00986,0.00385,0.00214,0.00195,0.00343,0.00219,0.00387,0.00273,0.00116,0.00771,0,0.00175,0.00458,0,0.00107,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03_1만~1.5만원,"₩15,200","₩14,500",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"19,537,510","4,317,675","939,000","2,055,714","4,317,675","14,390,000",214,365,31,260,262,195,,0.1769,-0.39,0.841,,국내소싱
AVBX,Advent 굿즈박스,단상자,슬리브박스,Kit,판매중,PB,2023.7.21,,,933,30.7,,,,0,,,,,,,,,,,,,9358900,,,,,,,,,910000,1573200,5955700,920000,6774100,,4712500,,,,,,,,2061600,,,1932100,,0,930000,,,,,,,1002100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,,650,,,,,,,,240,,,285,,185,100,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072,0,0,0,0,0,0,0,0,0.00087,0.00125,0.0033,0.00042,0.00051,0,0.00578,0,0,0,0,0,0,0,0.0012,0,0,0.00016,0,0,0.00094,0,0,0,0,0,0,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩6,300","₩6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,"9,358,900",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,116,262,195,,1,1,1,,
AWAY,어웨이 블루투스 스피커,블루투스 스피커,블루투스 스피커,Tech,졸업,NB,2022.5.31,,2023.5.18,352,11.6,,,,17828530,,,,,0,,,3049000,,3448850,11330680,,11304000,,,,,7474000,3830000,,,,,,,0,,,,,,,,,,,,,1829000,,,,,,,1829000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,,,,,0,110,0,0,0.0013,0,0,0,0,0,0,0,0.00246,0,0.00246,0.00454,0,0.00087,0,0,0,0,0.00808,0.00506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0.0021,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07_3만~3.5만원,"₩34,000","₩32,000",단종(견적서 등록 완료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,"11,304,000",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,99,0,0,,1,,,,국내소싱
AXGR,어썸그립,그립톡,모바일 악세사리,Tech,판매중,NB,2020.11.2,,,1924,63.3,,,,34155920,2709440,4490000,118000,589000,2326000,1208000,3966000,3114000,897880,1788000,8564400,4385200,39715420,,5659000,1123000,3666000,,,5039000,,11203420,6232000,4679000,2114000,32054020,4706400,4436400,720000,8756000,2855320,4275700,720000,,1170000,2525200,,1889000,4770000,,,,,,580000,770000,,,,3420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,5237,720,680,100,1600,442,655,100,,200,440,,300,1000,,,,,,100,300,,,,600,,0.00248,0.00459,0.00821,0.00018,0.00052,0.0023,0.001,0.00454,0.00251,0.00093,0.00127,0.00343,0.00269,0.00307,0,0.00831,0.00114,0.00584,0,0,0.00556,0,0.01071,0.00495,0.00259,0.00097,0.00241,0.0053,0.00544,0.00121,0.00965,0.00312,0.00412,0.00081,0,0.00106,0.00147,0,0.00125,0.00038,0,0,0,0,0.00077,0.00088,0.00077,0,0,0,0.00208,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩5,200","₩5,000",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"7,943,084","2,671,168","631,300","681,429","2,671,168","4,770,000",214,365,31,260,262,195,,0.1769,-0.39,0.841,,국내소싱
BASD,베이직 도킹형 보조배터리,휴대용,배터리,Tech,판매중,PB,2024.7.24,,,564,18.6,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,90165540,,,,,,,,7565000,14838900,39799100,16870040,11092500,89289520,11293320,4975800,8925000,7277500,6826620,7972400,1590000,6828340,3200000,13050450,11760000,5590090,,,,,,,,,,,,,,,,,,,,,,,,,,,10653,,,,,,,,950,1864,4580,2059,1200,10459,1386,595,1000,850,827,955,100,768,550,1411,1400,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00677,0,0,0,0,0,0,0,0.00739,0.01343,0.02316,0.00881,0.00732,0.0072,0.01217,0.00696,0.00904,0.00729,0.01054,0.00182,0.01054,0.00711,0.00276,0.01128,0.00715,0.00381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩6,800","₩6,700",,,,,,,,,,,,,,,,,,,,,2,31,28,31,30,30,31,,,,,,,,,,,,1,3,4,0,6,1,0,"30,055,180","9,949,775",#DIV/0!,"15,027,590","89,289,520",0,152,31,0,115,195,,,-0.32,0.841,,국내소싱
BCAK,브랜드팝 클리어 키링,키링,악세사리,Lifestyle,판매중,PB,2024.12.23,,,412,13.6,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,77890900,2676000,4524000,1695600,5934000,3065000,6430530,28138900,5670000,8910740,4069130,2630000,4147000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,9706,500,710,380,820,750,1075,300,1200,1972,829,400,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628,0.00288,0.00633,0.00172,0.00595,0.0085,0.03223,0.0085,0.00591,0.00768,0.00352,0.0016,0.00282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩3,100","₩2,900",,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,1,0,1,0,0,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!,"77,890,900",0,0,31,0,7,195,,,1,0.841,,
BCTW,굿이너프 비치타월,비치타올,타올,Sport,판매중,PB,2018.8.7,2022.6.10,,2742,90.2,,계절적제품: 여름,,168954260,,1679000,10114010,6628000,31111450,69164900,24435300,20612600,5209000,,,,195136300,5039000,5400000,4355500,18281500,46937800,33001500,19378000,16546000,12577500,7125000,1709000,24785500,178821720,7502100,12643000,3685000,22003000,46962200,28233600,30733120,1979500,3680200,11947000,5984000,3469000,80458500,,,19201900,5353000,12087000,9707000,2030000,17716600,3410000,6878000,865000,3210000,,,,,,,,,,,,,,,,,,,,,,,,,,,12044,445,809,200,1260,3177,1820,2043,630,230,800,400,230,6446,,,1263,320,700,572,1661,1080,200,400,50,200,0.01228,0,0.00307,0.01523,0.00583,0.03081,0.05741,0.02796,0.01661,0.0054,0,0,0,0.01509,0.00572,0.00793,0.00442,0.02912,0.05077,0.04364,0.0214,0.01882,0.01203,0.00566,0.00095,0.01136,0.01342,0.00844,0.01551,0.00621,0.02424,0.05139,0.0272,0.03438,0.00193,0.00333,0.00695,0.00313,0.00229,0.00649,0,0,0.01946,0.00536,0.01284,0.00233,0.01284,0.01846,0.00294,0.00594,0.00053,0.00218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,04_1.5만~2만원,"₩16,200","₩16,000",코드 통일,BCTF >> BCTW,,,,,,,,,,22,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,12,4,3,12,1,"195,136,300","14,901,810","2,986,750","26,819,500","14,901,810","80,458,500",83,365,31,260,262,195,,0.6808,-0.39,0.841,,
BDTW,브랜디드 타월,세면타올,타올,Lifestyle,판매중,PB,2025.5.23,,,261,8.6,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,151038240,,,,,,1980000,2030000,40443000,23670500,20858240,38017100,24039400,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,20975,,,,,,300,350,5970,3050,3014,5000,3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01218,0,0,0,0,0.00262,0.00233,0.00262,0.04213,0.02041,0.01802,0.02313,0.01636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,02_5천~1만원,"₩5,300","₩5,300",,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,1,0,1,0,0,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!,"151,038,240",0,0,31,0,0,93,,,,0.6667,,국내소싱
BEAN,커피 드립백 | BEAN BROTHERS,드립백,커피,F&B,졸업,NB,2021.8.26,,2025.4.30,1343,44.2,,,,11030650,2641500,1399500,1302000,,0,1150000,,1210000,229000,359000,664000,2075650,15787840,,8846840,2972000,,867000,360000,,1509000,501000,,372000,360000,10242700,,2280000,1660000,906000,2040000,,1190000,,,466700,1700000,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5460,,1000,1300,600,1200,,100,,,260,1000,,185,,185,,,,,,,,,,,0.0008,0.00448,0.00256,0.00196,0,0,0.00095,0,0.00098,0.00024,0.00026,0.00027,0.00127,0.00122,0,0.013,0.00302,0,0.00094,0.00048,0,0.00172,0.00048,0,0.00021,0.00016,0.00077,0,0.0028,0.0028,0.001,0.00223,0,0.00133,0,0,0.00027,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,03_1만~1.5만원,"₩11,400","₩11,400",단종(견적서 등록 완료),,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,,,,,,,,,,,,,5,12,3,7,12,0,"3,157,568","853,558","155,567",0,"853,558",#DIV/0!,214,365,0,260,262,86,,0.1769,-0.39,1,,
BFSB,BrandFit 커스텀 쇼핑백,풀컬러,쇼핑백,Kit,판매중,PB,2024.7.31,,,557,18.3,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,9004100,,,,,,,,340000,2424000,680000,3822100,1738000,26321790,200000,1589740,2480100,8110000,557100,2526000,1445000,528600,,3137250,1410000,4338000,,,,,,,,,,,,,,,,,,,,,,,,,,,2965,,,,,,,,100,900,200,1205,560,9024,50,474,785,2800,170,1350,450,150,,1045,350,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068,0,0,0,0,0,0,0,0.00033,0.00219,0.0004,0.002,0.00115,0.00212,0.00022,0.00222,0.00251,0.00813,0.00334,0.00166,0.00334,0.00055,0,0.00271,0.00086,0.00295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩3,100","₩2,600",,,,,,,,,,,,,,,,,,,,,2,31,30,31,30,30,31,,,,,,,,,,,,1,3,4,0,6,1,0,"3,001,367","170,000",#DIV/0!,"1,500,683","26,321,790",0,154,31,0,110,195,,,-0.4,0.841,,
BLTS,로지텍 페블 블루투스 마우스,마우스,PC/ 노트북 악세사리,Tech,졸업,NB,2024.4.16,,2025.7.28,468,15.4,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,32639500,,,,,4822500,,,16250000,,5025000,6542000,,11292000,,,,7992000,,3300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,150,,,500,,150,200,,350,,,,250,,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245,0,0,0,0,0.00528,0,0,0.01588,0,0.00292,0.00342,0,0.00091,0,0,0,0.00801,0.00436,0,0.00436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,06_2.5만~3만원,"₩30,300","₩30,000",단종(견적서 등록 완료),,,,,,,,,,,,,,,,,15,31,30,31,31,30,31,30,30,,,,,,,,,,,,,1,6,3,0,9,0,0,"5,439,917","1,675,000",#DIV/0!,"3,626,611",#DIV/0!,0,259,0,0,186,149,,,-0.39,1,,
BMCH,브릭 메모&캘린더 스탠드,액션 피규어,월드 오브 피규어,Figure,판매중,PB,2025.7.25,,,198,6.5,,계절적제품: 겨울,디자인권,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,81655520,,,,,,,,760000,17850500,19378240,20238400,23428380,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,7490,,,,,,,,50,1650,1778,1890,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659,0,0,0,0,0,0,0,0.00079,0.01539,0.01674,0.01231,0.01595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,02_5천~1만원,"₩7,800","₩7,500",,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,1,0,1,0,0,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!,"81,655,520",0,0,31,0,0,48,,,,0.3542,,
BMMP,베이직 무선충전 마우스패드,마우스패드,충전패드,Tech,판매중,NB,2025.1.23,,,381,12.5,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,34895740,,8270200,2240000,11296540,,2620000,640000,2620000,720000,3869000,2620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2483,,580,150,753,,200,50,200,50,300,200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281,0,0.01156,0.00227,0.01132,0.00346,0.00073,0.00346,0.00273,0.00062,0.00334,0.00159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,03_1만~1.5만원,"₩10,400","₩10,200",,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,1,0,1,0,0,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!,"34,895,740",0,0,31,0,0,179,,,,0.8268,,국내소싱
BNWV,브랜뉴 차량용 무선청소기,청소기,차량용가전,Tech,졸업,NB,2019.11.12,,2021.12.15,764,25.1,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,,110,405,830,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07_3만~3.5만원,"₩31,500","₩30,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
BOXS,BoXtand 슬리브박스,하이보드,슬리브박스,Kit,졸업,PB,2019.8.28,,2021.6.30,672,22.1,,,,12735750,2770000,,6176250,0,,,,3789500,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0.00093,0.0047,0,0.0093,0,0,0,0,0.00305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02_5천~1만원,"₩12,900","₩9,800",단종(견적서 등록 완료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
