Goods Name,Goods Code,출시일,리뉴얼,졸업일,제조국,Goods Category_1.goods,굿즈 Status_1.goods,itemdb (new),HS CODE 및 MBS 유의사항,"판매가(300개,표준인쇄포함)",제품유형_1차분류,제품유형_2차분류,제품유형_3차분류,제품군_일상/계절,제품유형_ESG,IP,출시일/졸업일 비고,PB/NB
데일리 짐색,DLYG,2024-05-31,,,대한민국,Bag&pouch,판매중,"DLYG_PT4026-샘플(본제작과동일옵션)_(주)승화파트너스,DLYG_PT4027-데일리짐색_추상적산출물,DLYG_PT4028-데일리짐색,DLYG_PT4029-데일리짐색_바이어스/스트링_화이트,DLYG_PT4030-데일리짐색_바이어스/스트링_블랙,DLYG_PT4031-패브릭디지털_(주)승화파트너스,DLYG_PT4032-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,DLYG_PT4033-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,DLYG_PT2828-투명손잡이지퍼백(L),DLYG_PT3364-케어라벨(전용)_나일론크로스+블랙인쇄,DLYG_PT4083-조립산출물_데일리짐색,DLYG_PT3073-에어캡봉투(중)","HS 4202.92-2000
투명손잡이지퍼백 후면에 MBS스티커 부착 ","10,000 미만",Bag&pouch,짐색,짐색,일상적제품,,,,PB
프라임 폴더블 멀티충전기,PRMF,2024-06-14,,,중국,Tech,판매중,"PRMF_PT4092-샘플(레이저)_제이에이코퍼레이션(JACorp.)[프라임폴더블멀티충전기],PRMF_PT4093-프라임폴더블멀티충전기_다크그레이,PRMF_PT4094-레이저각인_전면고무패드_40x25_제이에이코퍼레이션(JACorp.)[프라임폴더블멀티충전기],PRMF_PT4095-슬리브(커스텀인쇄)_블랙+실버인쇄,PRMF_PT4096-슬리브(커스텀인쇄)_화이트+디지털풀컬러,PRMF_PT4097-웰컴페이퍼(커스텀인쇄)_블랙+실버인쇄,PRMF_PT4098-웰컴페이퍼(커스텀인쇄)_화이트+디지털풀컬러,PRMF_PT4115-조립산출물_프라임폴더블멀티충전기,PRMF_PT4179-프라임폴더블멀티충전기_추상적산출물",,"55,000 초과",Tech,충전기,멀티충전기,일상적제품,,,,NB
홀리데이 네임택,HLDN,2024-06-21,,,대한민국,Lifestyle,판매중,"HLDN_PT4105-홀리데이네임택_추상적산출물,HLDN_PT4106-홀리데이네임택,HLDN_PT4107-샘플(디지털풀컬러인쇄)_이지굿스,HLDN_PT1603-실버팩_100-2,HLDN_PT4108-디지털인쇄_풀컬러_홀리데이네임택_이지굿스,HLDN_PT4109-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,HLDN_PT4110-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,HLDN_PT4185-홀리데이네임택_삽지(커스텀인쇄)_화이트+디지털풀컬러,HLDN_PT3369-홀리데이네임택_삽지(스탠다드)_화이트+디지털풀컬러,HLDN_PT4184-조립산출물_홀리데이네임택",실버팩 후면에 MBS스티커 부착 ,"5,000 미만",Travel,네임택,네임택,일상적제품,,,,PB
와이드클립 펜,WIDC,2024-06-11,,,중국,Stationery,판매중,"WIDC_PT3366-와이드클립펜_화이트,WIDC_PT3365-와이드클립펜_올블랙,WIDC_PT4099-샘플(UV풀컬러)_클립_호언[와이드클립펜],WIDC_PT4100-샘플(UV풀컬러)_펜바디_호언[와이드클립펜],WIDC_PT4101-UV_풀컬러_클립_호언[와이드클립펜],WIDC_PT4102-UV_풀컬러_펜바디_호언[와이드클립펜],WIDC_PT2285-펜슬리브(커스텀인쇄)_+옵셋풀컬러_000-1,WIDC_PT1093-유광덮개파우치_투명_000-3,WIDC_PT1674-OPP_000-3,WIDC_PT1468-배경지(커스텀인쇄)_화이트+옵셋풀컬러_000-7[OPP],WIDC_PT4103-와이드클립펜_추상적산출물,WIDC_PT2788-배경지(커스텀인쇄)_화이트+디지털풀컬러[유광덮개파우치],WIDC_PT4113-조립산출물_와이드클립펜,WIDC_PT4193-샘플(UV풀컬러)_클립+펜바디_호언[와이드클립펜],WIDC_PT4197-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러",패키지 뒷면 mbs 스티커 부착,"5,000 미만",Stationery,펜,플락스틱펜,일상적제품,,,,NB
하이업 노트북 폴딩스탠드,HIUN,2024-06-26,,,중국,Tech,판매중,"HIUN_PT4154-샘플(실크)_블랙1색_본품1곳_동일산업[하이업노트북폴딩스탠드],HIUN_PT4155-샘플(실크)_블랙1색_본품2곳_동일산업[하이업노트북폴딩스탠드],HIUN_PT4156-샘플(실크)_블랙1색_파우치_동일산업,HIUN_PT4157-샘플(레이저)_본품1곳_주식회사알리오코리아[하이업노트북폴딩스탠드],HIUN_PT4158-샘플(레이저)_본품2곳_주식회사알리오코리아[하이업노트북폴딩스탠드],HIUN_,HIUN_,HIUN_,HIUN_,HIUN_,HIUN_PT4164-실크_블랙1색_파우치_동일산업,HIUN_PT4165-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,HIUN_PT4166-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,HIUN_PT3368-OPP,HIUN_,HIUN_,HIUN_PT4183-조립산출물_하이업노트북폴딩스탠드,HIUN_PT4191-샘플(실크)_본품1곳+파우치_동일산업[하이업노트북폴딩스탠드],HIUN_PT4192-샘플(실크)_본품2곳+파우치_동일산업[하이업노트북폴딩스탠드],HIUN_PT4194-외주생산총공정산출물_하이업노트북폴딩스탠드,HIUN_PT4167-하이업노트북폴딩스탠드(레이저)_추상적산출물,HIUN_PT4168-하이업노트북폴딩스탠드(실크)_추상적산출물,HIUN_PT4159-하이업노트북폴딩스탠드(세트_본품및파우치),HIUN_PT4162-레이저각인_본품1곳_주식회사알리오코리아,HIUN_PT4163-레이저각인_본품2곳_주식회사알리오코리아,HIUN_PT4160-실크_블랙1색_본품1곳_동일산업,HIUN_PT4161-실크_블랙1색_본품2곳_동일산업","'- B2B 전용 제품
- B2C 물품 문제 발생에 대한 배상 불가
(알리오 모든 제품 판매용 불가)","10,000 미만",Tech,PC/ 노트북 악세사리,스탠드형,일상적제품,,,,NB
스마트 스텐 텀블러,DP25,,,,,기타,졸업,"DP25_PT4111-스마트스텐텀블러_블랙,DP25_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP25_PT4023-원형스티커_화이트+디지털풀컬러,DP25_PT4126-조립산출물_스마트스텐텀블러",,,기타,,,,,,,
스티키 보조배터리,DP26,,,,,기타,졸업,"DP26_PT4112-스티키보조배터리,DP26_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP26_PT4022-원형스티커_화이트+디지털풀컬러,DP26_PT4140-조립산출물_스티키보조배터리",,,기타,,,,,,,
미니멀 차량용 무선 청소기,DP27,,,,,기타,졸업,"DP27_PT4116-미니멀차량용무선청소기,DP27_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP27_PT4023-원형스티커_화이트+디지털풀컬러,DP27_PT4141-조립산출물_미니멀차량용무선청소기",,,기타,,,,,,,
데스크 4in1 무선충전기,DP28,,,,,기타,졸업,"DP28_PT4117-데스크4in1무선충전기,DP28_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP28_PT4024-원형스티커_화이트+디지털풀컬러,DP28_PT4142-조립산출물_데스크4in1무선충전기",,,기타,,,,,,,
스퀘어 OTG USB,DP30,,,,,기타,졸업,"DP30_PT4118-스퀘어OTGUSB,DP30_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP30_PT4022-원형스티커_화이트+디지털풀컬러,DP30_PT4143-조립산출물_스퀘어OTGUSB",,,기타,,,,,,,
와이드 디지털 탁상시계,DP32,,,,,기타,졸업,"DP32_PT4119-와이드디지털탁상시계,DP32_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP32_PT4023-원형스티커_화이트+디지털풀컬러,DP32_PT4145-조립산출물_와이드디지털탁상시계",,,기타,,,,,,,
액티브 미니 마사지건,DP33,,,,,기타,졸업,"DP33_PT4120-액티브미니마사지건_블랙,DP33_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP33_PT4024-원형스티커_화이트+디지털풀컬러,DP33_PT4146-조립산출물_액티브미니마사지건",,,기타,,,,,,,
락앤락 | 슬림 텀블러,DP34,,,,,기타,졸업,"DP34_PT4121-락앤락슬림텀블러_아이보리,DP34_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP34_PT4023-원형스티커_화이트+디지털풀컬러,DP34_PT4147-조립산출물_락앤락슬림텀블러",,,기타,,,,,,,
스탠드업 USB 허브,DP37,,,,,기타,졸업,"DP37_PT4122-스탠드업USB허브,DP37_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP37_PT4023-원형스티커_화이트+디지털풀컬러,DP37_PT4149-조립산출물_스탠드업USB허브",,,기타,,,,,,,
킵세이프 마그넷 배터리(dash),DP38,,,,중국,기타,졸업,"DP38_PT3766-킵세이프마그넷배터리,DP38_PT4022-원형스티커_화이트+디지털풀컬러,DP38_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP38_PT4150-조립산출물_킵세이프마그넷배터리(dash)",,,기타,,휴대용,일상적제품,,,,NB
폴더블 노트북 거치대,DP31,,,,,기타,품절,"DP31_PT4124-폴더블노트북거치대,DP31_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP31_PT4022-원형스티커_화이트+디지털풀컬러,DP31_PT4144-조립산출물_폴더블노트북거치대",,,기타,,,,,,,
샤오미 손톱깎이 세트,DP35,,,,,기타,졸업,"DP35_PT4125-샤오미손톱깎이세트,DP35_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP35_PT4022-원형스티커_화이트+디지털풀컬러,DP35_PT3367-OPP,DP35_PT4148-조립산출물_샤오미손톱깎이세트",,,기타,,,,,,,
트래블 충전기 3종세트,DP29,,,,,기타,졸업,"DP29_PT4151-트래블충전기3종세트,DP29_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP29_PT4023-원형스티커_화이트+디지털풀컬러,DP29_PT0667-OPP_100-6,DP29_PT4180-조립산출물_트래블충전기3종세트",,,기타,,,,,,,
핸디 휴대용 소화기,DP40,,,,,기타,졸업,"DP40_PT4152-핸디휴대용소화기,DP40_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP40_PT4023-원형스티커_화이트+디지털풀컬러,DP40_PT4181-조립산출물_핸디휴대용소화기",,,기타,,,,,,,
포터블 3in1 충전케이블,DP42,,,,,기타,졸업,"DP42_PT4153-포터블3in1충전케이블_블랙,DP42_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP42_PT4022-원형스티커_화이트+디지털풀컬러,DP42_PT4182-조립산출물_포터블3in1충전케이블_블랙",,,기타,,,,,,,
핸디링 미니 선풍기(dash),DP45,,,,,기타,졸업,"DP45_PT3339-핸디링미니선풍기_화이트,DP45_PT3340-핸디링미니선풍기_네이비,DP45_PT4020-볼륨프린팅_슈퍼웍스컴퍼니,DP45_PT4023-원형스티커_화이트+디지털풀컬러,DP45_PT3938-조립산출물_핸디링미니선풍기(dash)",,,기타,,,,,,,
심볼릭 샤프 & 형광펜 세트 | 스테들러,STDL,2024-07-26,,,독일,Stationery,판매중,"STDL_PT4169-외주생산총공정산출물_스테들러세트,STDL_PT4170-스테들러세트(모바일오피스세트),STDL_PT4171-스테들러세트(화인라이너세트),STDL_PT4172-에폭시스티커_삼각형.케이스상단_27x26_이지굿스[스테들러세트],STDL_PT4173-에폭시스티커_사각형.케이스하단_29x70_이지굿스[스테들러세트],STDL_PT3361-OPP,STDL_PT4010-스테들러세트(형광펜세트),STDL_PT4174-샘플(에폭시스티커)_삼각형.케이스상단_27x26_이지굿스,STDL_PT4175-샘플(에폭시스티커)_사각형.케이스하단_29x70_이지굿스,STDL_PT4276-샘플(실크인쇄)_펜바디_신명인쇄,STDL_PT4277-실크_바디_신명인쇄,STDL_PT4272-조립산출물_심볼릭샤프&형광펜세트|스테들러,STDL_PT4292-샘플(에폭시스티커)_이지굿스,STDL_PT4293-에폭시스티커_삼각형.케이스상단+사각형.케이스하단_이지굿스,STDL_PT4294-샘플(스테들러4종세트)",케이스 후면에 기성 품질스티커가 부착되어있어 MBS스티커 별도로 제작하지 않아도 됩니다.,"10,000 미만",Stationery,형광펜,형광펜,일상적제품,,,,NB
시그니처 다이어리,SGND,2024-07-19,,,대한민국,Stationery,판매중,"SGND_PT1237-색박(음각)_60x60_유엘상사[시그니처다이어리],SGND_PT3371-시그니처다이어리_블랙,SGND_PT3373-시그니처다이어리_밴드_기본검정,SGND_PT3375-시그니처다이어리_밴드_6.핑크,SGND_PT3376-시그니처다이어리_밴드_9.주황,SGND_PT3377-시그니처다이어리_밴드_20.빨강,SGND_PT3378-시그니처다이어리_밴드_22.보라,SGND_PT3379-시그니처다이어리_밴드_25.파랑,SGND_PT3380-시그니처다이어리_밴드_26.네이비,SGND_PT3381-시그니처다이어리_밴드_32.하늘색,SGND_PT3382-시그니처다이어리_밴드_34.연두,SGND_PT3383-시그니처다이어리_밴드_37.초록,SGND_PT3384-시그니처다이어리_밴드_52.그레이,SGND_PT1241-색박(음각)_80x80_유엘상사[시그니처다이어리],SGND_PT1234-공박(음각)_130x190_유엘상사[시그니처다이어리],SGND_PT1233-색박(음각)_130x190_유엘상사[시그니처다이어리],SGND_PT1235-공박(음각)_80x80_유엘상사[시그니처다이어리],SGND_PT1238-공박(음각)_60x60_유엘상사[시그니처다이어리],SGND_PT4219-시그니처다이어리_내지(커스텀인쇄)_화이트+블랙인쇄,SGND_PT4220-시그니처다이어리_밴드_컬러,SGND_PT4221-샘플(박인쇄)_유엘상사[시그니처다이어리],SGND_PT4222-샘플(박인쇄)_(주)청산인쇄[시그니처다이어리],SGND_PT4223-샘플_교정용무선제본(시그니처다이어리),SGND_PT4224-교정시트_내지_시그니처다이어리_(주)청산인쇄,SGND_PT3385-시그니처다이어리_밴드_14.노랑,SGND_PT3386-시그니처다이어리_라이트그레이,SGND_PT3387-시그니처다이어리_추상적산출물,SGND_PT4226-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,SGND_PT4227-시그니처다이어리(커스텀)_추상적산출물,SGND_PT4228-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,SGND_PT4218-시그니처다이어리_커버_컬러,SGND_PT4242-색박(음각)_130x190_시그니처다이어리_(주)청산인쇄[시그니처다이어리],SGND_PT4243-공박(음각)_130x190_시그니처다이어리_(주)청산인쇄[시그니처다이어리],SGND_PT4244-색박(음각)_80x80_시그니처다이어리_(주)청산인쇄[시그니처다이어리],SGND_PT4245-공박(음각)_80x80_시그니처다이어리_(주)청산인쇄[시그니처다이어리],SGND_PT4246-색박(음각)_60x60_시그니처다이어리_(주)청산인쇄[시그니처다이어리],SGND_PT4247-공박(음각)_60x60_시그니처다이어리_(주)청산인쇄[시그니처다이어리],SGND_PT4251-시그니처다이어리_내지(커스텀인쇄1-32p옵셋풀컬러.나머지블랙인쇄)_화이트+옵셋풀컬러,SGND_PT3389-발포지시트(소),SGND_PT4883-시그니처다이어리(2합)_라이트그레이[시그니처다이어리_디자인오엔],SGND_PT4274-조립산출물_시그니처다이어리,SGND_PT3390-OPP,SGND_PT4280-시그니처다이어리_커버(포켓없음)_컬러,SGND_PT4882-시그니처다이어리(2합)_블랙[시그니처다이어리_청산인쇄],SGND_PT4884-시그니처다이어리_커버(2합)_컬러[시그니처다이어리],SGND_PT5024-색박(음각)_80x80_주식회사디자인오엔[시그니처다이어리],SGND_PT5025-공박(음각)_80x80_주식회사디자인오엔[시그니처다이어리],SGND_PT5026-색박(음각)_130x190_주식회사디자인오엔[시그니처다이어리],SGND_,SGND_PT5027-공박(음각)_130x190_주식회사디자인오엔[시그니처다이어리],SGND_PT5028-샘플(박인쇄)_주식회사디자인오엔,SGND_PT5047-시그니처다이어리_내지(커스텀인쇄)_화이트+블랙인쇄[시그니처다이어리],SGND_PT5048-시그니처다이어리_내지(커스텀인쇄1-32p옵셋풀컬러.나머지블랙인쇄)_화이트+옵셋풀컬러[시그니처다이어리],SGND_PT5001-시그니처다이어리_밴드_컬러[시그니처다이어리],SGND_PT5051-교정시트_내지_시그니처다이어리_주식회사디자인오엔[시그니처다이어리],SGND_PT5037-시그니처다이어리_추상적산출물,SGND_PT3386-시그니처다이어리_라이트그레이[디자인오엔],SGND_PT3371-시그니처다이어리_블랙[청산인쇄],SGND_PT5049-공박(음각)_60x60_주식회사디자인오엔[시그니처다이어리],SGND_PT5050-색박(음각)_60x60_주식회사디자인오엔[시그니처다이어리],SGND_,SGND_PT3373-시그니처다이어리_밴드_기본검정[디자인오엔],SGND_PT3375-시그니처다이어리_밴드_6.핑크[디자인오엔],SGND_PT3376-시그니처다이어리_밴드_9.주황[디자인오엔],SGND_PT3377-시그니처다이어리_밴드_20.빨강[디자인오엔],SGND_PT3378-시그니처다이어리_밴드_22.보라[디자인오엔],SGND_PT3379-시그니처다이어리_밴드_25.파랑[디자인오엔],SGND_PT3380-시그니처다이어리_밴드_26.네이비[디자인오엔],SGND_PT3381-시그니처다이어리_밴드_32.하늘색[디자인오엔],SGND_PT3382-시그니처다이어리_밴드_34.연두[디자인오엔],SGND_PT3383-시그니처다이어리_밴드_37.초록[디자인오엔],SGND_PT3384-시그니처다이어리_밴드_52.그레이[디자인오엔],SGND_PT3385-시그니처다이어리_밴드_14.노랑[디자인오엔],SGND_PT5225-에어캡패드",,"15,000 미만",Stationery,다이어리,레더 소프트커버,계절적제품: 겨울,,디자인권,,PB
플러스 멀티충전 스테이션,PLSM,2024-08-08,,,중국,Tech,판매중,"PLSM_PT4262-플러스멀티충전스테이션_크림,PLSM_PT4263-플러스멀티충전스테이션_블랙,PLSM_PT4264-플러스멀티충전스테이션_추상적산출물,PLSM_PT4265-웰컴페이퍼(커스텀인쇄)_반투명+블랙인쇄,PLSM_PT4266-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,PLSM_PT3370-단품박스(스탠다드)_화이트,PLSM_PT4267-실크_1곳_어썸리(구.비코어랩),PLSM_PT4268-실크_2곳_어썸리(구.비코어랩),PLSM_PT4269-샘플(실크)_1곳_어썸리(구.비코어랩),PLSM_PT4270-샘플(실크)_2곳_어썸리(구.비코어랩),PLSM_PT4278-조립산출물_플러스멀티충전스테이션",판매용 불가,"35,000 미만",Tech,충전기,멀티충전기,일상적제품,,,,NB
BrandFit 커스텀 쇼핑백,BFSB,2024-07-31,,,대한민국,Kit Package,판매중,"BFSB_PT4250-브랜드핏쇼핑백(XS)_화이트+디지털풀컬러,BFSB_PT4252-브랜드핏쇼핑백(S)_화이트+디지털풀컬러,BFSB_PT4253-브랜드핏쇼핑백(M)_화이트+디지털풀컬러,BFSB_PT4254-브랜드핏쇼핑백(L)_화이트+디지털풀컬러,BFSB_PT4255-브랜드핏쇼핑백(XL)_화이트+디지털풀컬러,BFSB_,BFSB_,BFSB_,BFSB_PT4275-브랜드핏쇼핑백_추상적산출물,BFSB_PT4279-조립산출물_BrandFit커스텀쇼핑백,BFSB_PT4257-브랜드핏쇼핑백손잡이_화이트,BFSB_PT4258-브랜드핏쇼핑백손잡이_블랙",착 스티커 없이 판매가능합니다.별도 부착 스티커 없이 판매가능합니다.,"5,000 미만",Kit ,쇼핑백,풀컬러,일상적제품,,,,PB
베이직 도킹형 보조배터리,BASD,2024-07-24,,,중국,Tech,판매중,"BASD_PT4232-베이직도킹형보조배터리(type-C/8-pin)_화이트,BASD_PT4233-베이직도킹형보조배터리(type-C/type-C)_화이트,BASD_PT4234-레이저각인_전면_(주)쉔코리아[베이직도킹형보조배터리],BASD_PT4235-UV_풀컬러_전면_와이이케이글래스주식회사[베이직도킹형보조배터리],BASD_PT4236-UV_풀컬러_후면(거치대)_와이이케이글래스주식회사[베이직도킹형보조배터리],BASD_PT4237-UV_풀컬러_전후면_와이이케이글래스주식회사[베이직도킹형보조배터리],BASD_PT4229-샘플(UV)_풀컬러_전면_와이이케이글래스주식회사[베이직도킹형보조배터리],BASD_PT4238-샘플(UV)_풀컬러_후면(거치대)_와이이케이글래스주식회사[베이직도킹형보조배터리],BASD_PT4230-샘플(UV)_풀컬러_전후면_와이이케이글래스주식회사[베이직도킹형보조배터리],BASD_PT4231-샘플(레이저)_전면_(주)쉔코리아[베이직도킹형보조배터리],BASD_PT4240-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,BASD_PT1046-펠트스트링파우치_화이트_100-2,BASD_PT0588-단품박스(스탠다드)_웜그레이_000-5,BASD_PT2613-USB케이블(어태치보조배터리),BASD_,BASD_PT4248-베이직도킹형보조배터리(레이저)_추상적산출물,BASD_PT4249-베이직도킹형보조배터리(UV)_추상적산출물,BASD_PT3332-원형스티커(전용)(8핀)_화이트+디지털풀컬러,BASD_PT3333-원형스티커(전용)(8핀_키트용)_화이트+디지털풀컬러,BASD_PT4273-조립산출물_베이직도킹형보조배터리,BASD_PT4271-외주생산총공정산출물_베이직도킹형보조배터리,BASD_PT3388-주의사항표기서(전용)_화이트+디지털풀컬러,BASD_PT4325-샘플(레이저)_전면_주식회사알리오코리아,BASD_PT4326-베이직도킹형보조배터리(type-C/8-pin)_화이트[베이직도킹형보조배터리],BASD_PT4327-베이직도킹형보조배터리(8-pin/type-C)_화이트[베이직도킹형보조배터리],BASD_PT4328-레이저각인_전면_주식회사알리오코리아[베이직도킹형보조배터리],BASD_PT4339-샘플(베이직도킹형보조배터리),BASD_PT5147-베이직도킹형보조배터리(type-C/C)_화이트[베이직도킹형보조배터리]","B2B 전용 제품
온라인 판매불가 및 B2C 판매 후 제품 사고로 인한 손해배상 불가","10,000 미만",Tech,배터리,휴대용,일상적제품,,,,PB
